,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
30,10,Newfoundland and Labrador,2016A000210,10,Newfoundland and Labrador,,Aboriginal peoples,24030,6.1.3.2.2.2,3,"      First Nations (North American Indian), Inuit and non-Aboriginal ancestries",,,510.0,,245.0,,260.0,
31,10,Newfoundland and Labrador,2016A000210,10,Newfoundland and Labrador,,Aboriginal peoples,24031,6.1.3.2.2.3,3,"      Métis, Inuit and non-Aboriginal ancestries",,,670.0,,340.0,,335.0,
32,10,Newfoundland and Labrador,2016A000210,10,Newfoundland and Labrador,,Aboriginal peoples,24032,6.1.3.2.2.4,3,"      First Nations (North American Indian), Métis, Inuit and non-Aboriginal ancestries",,,55.0,,20.0,,35.0,
33,10,Newfoundland and Labrador,2016A000210,10,Newfoundland and Labrador,,Aboriginal peoples,24033,6.1.3.3,1,  Non-Aboriginal ancestry (only),94.0,,453700.0,,222750.0,,230950.0,
0,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24000,6.1.1,0,Total - Aboriginal identity for the population in private households - 25% sample data,79.0,,139685.0,,67895.0,,71790.0,
1,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24001,6.1.1.1,1,  Aboriginal identity,80.0,,2735.0,,1305.0,,1435.0,
2,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24002,6.1.1.1.1,2,    Single Aboriginal responses,81.0,,2655.0,,1265.0,,1395.0,
3,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24003,6.1.1.1.1.1,3,      First Nations (North American Indian),82.0,,1870.0,,905.0,,970.0,
4,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24004,6.1.1.1.1.2,3,      Métis,,,710.0,,330.0,,380.0,
5,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24005,6.1.1.1.1.3,3,      Inuk (Inuit),,,75.0,,35.0,,45.0,
6,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24006,6.1.1.1.2,2,    Multiple Aboriginal responses,83.0,,20.0,,15.0,,10.0,
7,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24007,6.1.1.1.3,2,    Aboriginal responses not included elsewhere,84.0,,60.0,,30.0,,35.0,
8,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24008,6.1.1.2,1,  Non-Aboriginal identity,,,136945.0,,66595.0,,70355.0,
9,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24009,6.1.2,0,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,85.0,,139690.0,,67900.0,,71790.0,
10,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24010,6.1.2.1,1,  Registered or Treaty Indian,86.0,,1190.0,,580.0,,615.0,
11,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24011,6.1.2.2,1,  Not a Registered or Treaty Indian,,,138490.0,,67315.0,,71170.0,
12,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24012,6.1.3,0,Total - Aboriginal ancestry for the population in private households - 25% sample data,87.0,,139690.0,,67895.0,,71790.0,
13,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24013,6.1.3.1,1,  Aboriginal ancestry (only),88.0,,925.0,,465.0,,460.0,
14,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24014,6.1.3.1.1,2,    Single Aboriginal ancestry (only),89.0,,910.0,,465.0,,445.0,
15,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24015,6.1.3.1.1.1,3,      First Nations (North American Indian) single ancestry,82.0,,840.0,,415.0,,420.0,
16,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24016,6.1.3.1.1.2,3,      Métis single ancestry,,,45.0,,40.0,,10.0,
17,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24017,6.1.3.1.1.3,3,      Inuit single ancestry,,,30.0,,10.0,,20.0,
18,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24018,6.1.3.1.2,2,    Multiple Aboriginal ancestries (only),90.0,,10.0,,0.0,,10.0,
19,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24019,6.1.3.1.2.1,3,      First Nations (North American Indian) and Métis ancestries,,,0.0,,0.0,,10.0,
20,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24020,6.1.3.1.2.2,3,      First Nations (North American Indian) and Inuit ancestries,,,0.0,,0.0,,0.0,
21,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24021,6.1.3.1.2.3,3,      Métis and Inuit ancestries,,,0.0,,0.0,,0.0,
22,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24022,6.1.3.1.2.4,3,"      First Nations (North American Indian), Métis and Inuit ancestries",,,0.0,,0.0,,0.0,
23,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24023,6.1.3.2,1,  Aboriginal and non-Aboriginal ancestries,91.0,,4040.0,,1860.0,,2180.0,
24,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24024,6.1.3.2.1,2,    Single Aboriginal and non-Aboriginal ancestries,92.0,,3965.0,,1830.0,,2140.0,
25,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24025,6.1.3.2.1.1,3,      First Nations (North American Indian) and non-Aboriginal ancestries,,,3140.0,,1450.0,,1690.0,
26,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24026,6.1.3.2.1.2,3,      Métis and non-Aboriginal ancestries,,,735.0,,340.0,,395.0,
27,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24027,6.1.3.2.1.3,3,      Inuit and non-Aboriginal ancestries,,,95.0,,45.0,,50.0,
28,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24028,6.1.3.2.2,2,    Multiple Aboriginal and non-Aboriginal ancestries,93.0,,70.0,,30.0,,40.0,
29,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24029,6.1.3.2.2.1,3,"      First Nations (North American Indian), Métis and non-Aboriginal ancestries",,,30.0,,15.0,,20.0,
30,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24030,6.1.3.2.2.2,3,"      First Nations (North American Indian), Inuit and non-Aboriginal ancestries",,,30.0,,15.0,,15.0,
31,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24031,6.1.3.2.2.3,3,"      Métis, Inuit and non-Aboriginal ancestries",,,0.0,,0.0,,0.0,
32,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24032,6.1.3.2.2.4,3,"      First Nations (North American Indian), Métis, Inuit and non-Aboriginal ancestries",,,10.0,,0.0,,0.0,
33,11,Prince Edward Island,2016A000211,11,Prince Edward Island,,Aboriginal peoples,24033,6.1.3.3,1,  Non-Aboriginal ancestry (only),94.0,,134725.0,,65575.0,,69155.0,
0,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24000,6.1.1,0,Total - Aboriginal identity for the population in private households - 25% sample data,79.0,,908340.0,,440730.0,,467605.0,
1,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24001,6.1.1.1,1,  Aboriginal identity,80.0,,51495.0,,24900.0,,26595.0,
2,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24002,6.1.1.1.1,2,    Single Aboriginal responses,81.0,,49935.0,,24175.0,,25765.0,
3,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24003,6.1.1.1.1.1,3,      First Nations (North American Indian),82.0,,25830.0,,12460.0,,13370.0,
4,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24004,6.1.1.1.1.2,3,      Métis,,,23315.0,,11325.0,,11985.0,
5,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24005,6.1.1.1.1.3,3,      Inuk (Inuit),,,795.0,,385.0,,410.0,
6,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24006,6.1.1.1.2,2,    Multiple Aboriginal responses,83.0,,835.0,,425.0,,410.0,
7,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24007,6.1.1.1.3,2,    Aboriginal responses not included elsewhere,84.0,,725.0,,300.0,,420.0,
8,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24008,6.1.1.2,1,  Non-Aboriginal identity,,,856850.0,,415835.0,,441015.0,
9,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24009,6.1.2,0,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,85.0,,908340.0,,440735.0,,467610.0,
10,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24010,6.1.2.1,1,  Registered or Treaty Indian,86.0,,18940.0,,9135.0,,9805.0,
11,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24011,6.1.2.2,1,  Not a Registered or Treaty Indian,,,889405.0,,431595.0,,457800.0,
12,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24012,6.1.3,0,Total - Aboriginal ancestry for the population in private households - 25% sample data,87.0,,908340.0,,440735.0,,467610.0,
13,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24013,6.1.3.1,1,  Aboriginal ancestry (only),88.0,,15055.0,,7255.0,,7805.0,
14,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24014,6.1.3.1.1,2,    Single Aboriginal ancestry (only),89.0,,14780.0,,7120.0,,7655.0,
15,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24015,6.1.3.1.1.1,3,      First Nations (North American Indian) single ancestry,82.0,,11995.0,,5790.0,,6210.0,
16,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24016,6.1.3.1.1.2,3,      Métis single ancestry,,,2560.0,,1245.0,,1315.0,
17,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24017,6.1.3.1.1.3,3,      Inuit single ancestry,,,220.0,,85.0,,135.0,
18,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24018,6.1.3.1.2,2,    Multiple Aboriginal ancestries (only),90.0,,275.0,,135.0,,145.0,
19,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24019,6.1.3.1.2.1,3,      First Nations (North American Indian) and Métis ancestries,,,210.0,,95.0,,115.0,
20,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24020,6.1.3.1.2.2,3,      First Nations (North American Indian) and Inuit ancestries,,,25.0,,20.0,,10.0,
21,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24021,6.1.3.1.2.3,3,      Métis and Inuit ancestries,,,30.0,,20.0,,15.0,
22,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24022,6.1.3.1.2.4,3,"      First Nations (North American Indian), Métis and Inuit ancestries",,,10.0,,0.0,,10.0,
23,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24023,6.1.3.2,1,  Aboriginal and non-Aboriginal ancestries,91.0,,58980.0,,27665.0,,31315.0,
24,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24024,6.1.3.2.1,2,    Single Aboriginal and non-Aboriginal ancestries,92.0,,56830.0,,26660.0,,30170.0,
25,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24025,6.1.3.2.1.1,3,      First Nations (North American Indian) and non-Aboriginal ancestries,,,34375.0,,15975.0,,18400.0,
26,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24026,6.1.3.2.1.2,3,      Métis and non-Aboriginal ancestries,,,21200.0,,10120.0,,11080.0,
27,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24027,6.1.3.2.1.3,3,      Inuit and non-Aboriginal ancestries,,,1255.0,,560.0,,690.0,
28,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24028,6.1.3.2.2,2,    Multiple Aboriginal and non-Aboriginal ancestries,93.0,,2145.0,,1005.0,,1140.0,
29,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24029,6.1.3.2.2.1,3,"      First Nations (North American Indian), Métis and non-Aboriginal ancestries",,,1850.0,,855.0,,995.0,
30,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24030,6.1.3.2.2.2,3,"      First Nations (North American Indian), Inuit and non-Aboriginal ancestries",,,135.0,,50.0,,80.0,
31,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24031,6.1.3.2.2.3,3,"      Métis, Inuit and non-Aboriginal ancestries",,,130.0,,90.0,,45.0,
32,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24032,6.1.3.2.2.4,3,"      First Nations (North American Indian), Métis, Inuit and non-Aboriginal ancestries",,,30.0,,10.0,,20.0,
33,12,Nova Scotia,2016A000212,12,Nova Scotia,,Aboriginal peoples,24033,6.1.3.3,1,  Non-Aboriginal ancestry (only),94.0,,834300.0,,405810.0,,428495.0,
0,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24000,6.1.1,0,Total - Aboriginal identity for the population in private households - 25% sample data,79.0,,730710.0,,357860.0,,372855.0,
1,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24001,6.1.1.1,1,  Aboriginal identity,80.0,,29385.0,,14690.0,,14695.0,
2,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24002,6.1.1.1.1,2,    Single Aboriginal responses,81.0,,28160.0,,14120.0,,14040.0,
3,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24003,6.1.1.1.1.1,3,      First Nations (North American Indian),82.0,,17575.0,,8555.0,,9015.0,
4,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24004,6.1.1.1.1.2,3,      Métis,,,10200.0,,5370.0,,4835.0,
5,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24005,6.1.1.1.1.3,3,      Inuk (Inuit),,,385.0,,190.0,,190.0,
6,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24006,6.1.1.1.2,2,    Multiple Aboriginal responses,83.0,,470.0,,210.0,,260.0,
7,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24007,6.1.1.1.3,2,    Aboriginal responses not included elsewhere,84.0,,750.0,,360.0,,390.0,
8,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24008,6.1.1.2,1,  Non-Aboriginal identity,,,701325.0,,343170.0,,358155.0,
9,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24009,6.1.2,0,Total - Population by Registered or Treaty Indian status for the population in private households - 25% sample data,85.0,,730705.0,,357855.0,,372850.0,
10,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24010,6.1.2.1,1,  Registered or Treaty Indian,86.0,,14305.0,,7085.0,,7225.0,
11,13,New Brunswick,2016A000213,13,New Brunswick,,Aboriginal peoples,24011,6.1.2.2,1,  Not a Registered or Treaty Indian,,,716405.0,,350775.0,,365625.0,
