,Province Code,Province,CSD Code,CSD Name / Nom de la SDR 2011,Census Population / Population de recensement 2011,CWB / IBC 2011,Community Type / Type de collectivité 2011,2A Population / Population 2A 2006,CWB / IBC 2006,2A Population / Population 2A 2001,CWB / IBC 2001,2A Population / Population 2A 1996,CWB / IBC 1996,CWB 2006/2011,CWB 2001/2006,CWB 1996/2001,POP 2006/2011,POP 2001/2006,POP 1996/2001
4990,59,British Columbia,5943815,Kippase 2,211.0,62,First Nations Communities,271.0,58,269.0,66,287,59,0.06451612903225806,-0.13793103448275862,0.10606060606060606,-0.2843601895734597,0.007380073800738007,-0.06691449814126393
4991,59,British Columbia,5943816,Quatsino Subdivision 18,214.0,62,First Nations Communities,234.0,54,198.0,63,217,61,0.12903225806451613,-0.16666666666666666,0.031746031746031744,-0.09345794392523364,0.15384615384615385,-0.09595959595959595
4999,59,British Columbia,5945801,Bella Bella 1,1095.0,59,First Nations Communities,1066.0,57,1253.0,64,1211,62,0.03389830508474576,-0.12280701754385964,0.03125,0.026484018264840183,-0.175422138836773,0.0335195530726257
5012,59,British Columbia,5947804,Skidegate 1,709.0,71,First Nations Communities,781.0,68,743.0,68,695,70,0.04225352112676056,0.0,-0.029411764705882353,-0.10155148095909731,0.04865556978233035,0.06460296096904442
5014,59,British Columbia,5947807,Dolphin Island 1,405.0,45,First Nations Communities,417.0,40,368.0,52,451,50,0.1111111111111111,-0.3,0.038461538461538464,-0.02962962962962963,0.11750599520383694,-0.22554347826086957
5030,59,British Columbia,5949802,Kitasoo 1,322.0,55,First Nations Communities,282.0,49,295.0,59,311,54,0.10909090909090909,-0.20408163265306123,0.0847457627118644,0.12422360248447205,-0.04609929078014184,-0.05423728813559322
5034,59,British Columbia,5949807,Kulspai 6,95.0,64,First Nations Communities,98.0,57,75.0,57,95,61,0.109375,0.0,-0.07017543859649122,-0.031578947368421054,0.23469387755102042,-0.26666666666666666
5035,59,British Columbia,5949810,Coryatsaqua (Moricetown) 2,88.0,64,First Nations Communities,170.0,67,159.0,55,151,54,-0.046875,0.1791044776119403,0.01818181818181818,-0.9318181818181818,0.06470588235294118,0.050314465408805034
5036,59,British Columbia,5949811,Hagwilget 1,238.0,56,First Nations Communities,229.0,58,237.0,59,262,62,-0.03571428571428571,-0.017241379310344827,-0.05084745762711865,0.037815126050420166,-0.034934497816593885,-0.10548523206751055
5037,59,British Columbia,5949812,Gitanmaax 1,627.0,65,First Nations Communities,723.0,61,693.0,61,638,63,0.06153846153846154,0.0,-0.03278688524590164,-0.15311004784688995,0.04149377593360996,0.07936507936507936
5038,59,British Columbia,5949813,Kispiox 1,536.0,57,First Nations Communities,617.0,56,651.0,60,553,59,0.017543859649122806,-0.07142857142857142,0.016666666666666666,-0.15111940298507462,-0.055105348460291734,0.15053763440860216
5041,59,British Columbia,5949816,Gitwangak 1,500.0,51,First Nations Communities,465.0,55,475.0,50,481,58,-0.0784313725490196,0.09090909090909091,-0.16,0.07,-0.021505376344086023,-0.01263157894736842
5042,59,British Columbia,5949817,Moricetown 1,259.0,61,First Nations Communities,227.0,54,190.0,59,259,54,0.11475409836065574,-0.09259259259259259,0.0847457627118644,0.12355212355212356,0.16299559471365638,-0.3631578947368421
5043,59,British Columbia,5949818,Sik-e-dakh 2,222.0,56,First Nations Communities,225.0,61,171.0,62,177,66,-0.08928571428571429,-0.01639344262295082,-0.06451612903225806,-0.013513513513513514,0.24,-0.03508771929824561
5044,59,British Columbia,5949819,Babine 17,175.0,58,First Nations Communities,154.0,56,157.0,50,121,58,0.034482758620689655,0.10714285714285714,-0.16,0.12,-0.01948051948051948,0.22929936305732485
5047,59,British Columbia,5949832,Iskut 6,207.0,65,First Nations Communities,335.0,63,283.0,60,271,58,0.03076923076923077,0.047619047619047616,0.03333333333333333,-0.6183574879227053,0.15522388059701492,0.04240282685512368
5069,59,British Columbia,5951802,Nautley (Fort Fraser) 1,201.0,49,First Nations Communities,153.0,57,200.0,55,209,57,-0.16326530612244897,0.03508771929824561,-0.03636363636363636,0.23880597014925373,-0.30718954248366015,-0.045
5070,59,British Columbia,5951803,Nak'azdli (Necoslie 1),534.0,58,First Nations Communities,495.0,56,469.0,55,511,58,0.034482758620689655,0.017857142857142856,-0.05454545454545454,0.07303370786516854,0.052525252525252523,-0.08955223880597014
5074,59,British Columbia,5951807,Stellaquo (Stella) 1,205.0,69,First Nations Communities,186.0,62,172.0,62,166,60,0.10144927536231885,0.0,0.03225806451612903,0.09268292682926829,0.07526881720430108,0.03488372093023256
5075,59,British Columbia,5951809,Stony Creek 1,332.0,54,First Nations Communities,384.0,50,413.0,49,382,52,0.07407407407407407,0.02,-0.061224489795918366,-0.1566265060240964,-0.07552083333333333,0.07506053268765134
5081,59,British Columbia,5951818,Cheslatta 1,84.0,50,First Nations Communities,86.0,54,69.0,50,87,49,-0.08,0.07407407407407407,0.02,-0.023809523809523808,0.19767441860465115,-0.2608695652173913
5090,59,British Columbia,5951827,Woyenne 27,301.0,51,First Nations Communities,614.0,59,593.0,47,695,56,-0.1568627450980392,0.2033898305084746,-0.19148936170212766,-1.0398671096345515,0.03420195439739414,-0.17200674536256325
5091,59,British Columbia,5951828,Babine  6,93.0,52,First Nations Communities,78.0,41,77.0,46,128,52,0.21153846153846154,-0.12195121951219512,-0.13043478260869565,0.16129032258064516,0.01282051282051282,-0.6623376623376623
5092,59,British Columbia,5951829,Babine 25,81.0,48,First Nations Communities,105.0,49,86.0,44,116,44,-0.020833333333333332,0.10204081632653061,0.0,-0.2962962962962963,0.18095238095238095,-0.3488372093023256
5128,59,British Columbia,5955803,Blueberry River 205,210.0,53,First Nations Communities,187.0,50,136.0,42,205,48,0.05660377358490566,0.16,-0.14285714285714285,0.10952380952380952,0.2727272727272727,-0.5073529411764706
5130,59,British Columbia,5955807,Fort Ware 1,250.0,54,First Nations Communities,239.0,44,215.0,46,222,38,0.18518518518518517,-0.045454545454545456,0.17391304347826086,0.044,0.100418410041841,-0.03255813953488372
5147,60,Yukon,6001007,Teslin Post 13,138.0,68,First Nations Communities,156.0,72,144.0,66,120,64,-0.058823529411764705,0.08333333333333333,0.030303030303030304,-0.13043478260869565,0.07692307692307693,0.16666666666666666
5153,60,Yukon,6001018,Haines Junction,593.0,83,First Nations Communities,589.0,80,531.0,79,574,76,0.03614457831325301,0.0125,0.0379746835443038,0.006745362563237774,0.09847198641765705,-0.08097928436911488
5158,60,Yukon,6001032,Upper Liard,132.0,58,First Nations Communities,178.0,58,159.0,63,111,59,0.0,-0.08620689655172414,0.06349206349206349,-0.3484848484848485,0.10674157303370786,0.3018867924528302
5162,60,Yukon,6001037,Ross River,352.0,69,First Nations Communities,313.0,68,337.0,62,352,66,0.014492753623188406,0.08823529411764706,-0.06451612903225806,0.11079545454545454,-0.07667731629392971,-0.04451038575667656
5165,60,Yukon,6001041,Pelly Crossing,336.0,62,First Nations Communities,296.0,71,328.0,72,238,66,-0.14516129032258066,-0.014084507042253521,0.08333333333333333,0.11904761904761904,-0.10810810810810811,0.27439024390243905
5166,60,Yukon,6001042,Beaver Creek,103.0,83,First Nations Communities,112.0,83,88.0,81,131,78,0.0,0.024096385542168676,0.037037037037037035,-0.08737864077669903,0.21428571428571427,-0.48863636363636365
5167,60,Yukon,6001043,Old Crow,245.0,76,First Nations Communities,253.0,71,299.0,70,278,64,0.06578947368421052,0.014084507042253521,0.08571428571428572,-0.0326530612244898,-0.18181818181818182,0.07023411371237458
5172,60,Yukon,6001048,Carcross,289.0,74,First Nations Communities,331.0,74,152.0,70,196,71,0.0,0.05405405405405406,-0.014285714285714285,-0.1453287197231834,0.540785498489426,-0.2894736842105263
5219,61,Northwest Territories,6106021,Detah,210.0,64,First Nations Communities,247.0,65,234.0,63,190,57,-0.015625,0.03076923076923077,0.09523809523809523,-0.1761904761904762,0.05263157894736842,0.18803418803418803
